from,to,tf_idf
Probability_distribution,Exponential_family,0.0822146956209
Probability_distribution,Robust_regression,0.0453865630284
Probability_distribution,Coefficient_of_determination,0.0453865630284
Probability_distribution,Survival_analysis,0.0758904882655
Probability_distribution,Plug-in_principle,0.0758904882655
Probability_distribution,Correlation_and_dependence,0.0749520502321
Probability_distribution,Posterior_probability,0.0453865630284
Probability_distribution,Scientific_control,0.063420965581
Probability_distribution,Arithmetic_mean,0.06956628091
Probability_distribution,Pearson_product-moment_correlation_coefficient,0.0606657608649
Probability_distribution,Statistical_hypothesis_testing,0.0513325668857
Probability_distribution,Statistical_inference,0.063420965581
Probability_distribution,Design_of_experiments,0.0573435556784
Probability_distribution,Contingency_table,0.0758904882655
Probability_distribution,Population_(statistics),0.0691865079066
Probability_distribution,Blocking_(statistics),0.06956628091
Probability_distribution,Degrees_of_freedom_(statistics),0.0453865630284
Probability_distribution,Partial_correlation,0.0625566061946
Probability_distribution,Bayes_factor,0.0453865630284
Probability_distribution,Kendall_tau_rank_correlation_coefficient,0.0573435556784
Probability_distribution,Nonparametric_regression,0.0453865630284
Probability_distribution,Optimal_design,0.063420965581
Probability_distribution,Statistical_dispersion,0.0691865079066
Probability_distribution,Statistic,0.0691865079066
Probability_distribution,Maximum_likelihood,0.0573435556784
Probability_distribution,Likelihood_function,0.0495126142128
Probability_distribution,Bias_of_an_estimator,0.063420965581
Probability_distribution,Z-test,0.06956628091
Probability_distribution,Ordinary_least_squares,0.0395041540142
Probability_distribution,Central_tendency,0.06956628091
Probability_distribution,Skewness,0.0822146956209
Probability_distribution,Goodness_of_fit,0.0395041540142
Probability_distribution,F-test,0.0573435556784
Probability_distribution,Logistic_regression,0.0453865630284
Probability_distribution,Analysis_of_variance,0.0559991638753
Probability_distribution,Standard_deviation,0.0677696567109
Probability_distribution,Efficiency_(statistics),0.06956628091
Probability_distribution,Statistical_theory,0.06956628091
Probability_distribution,Likelihood-ratio_test,0.0691865079066
Probability_distribution,Observational_study,0.0573435556784
Probability_distribution,Bayesian_probability,0.0453865630284
Probability_distribution,Isotonic_regression,0.0453865630284
Probability_distribution,Analysis_of_covariance,0.063420965581
Probability_distribution,System_identification,0.063420965581
Probability_distribution,General_linear_model,0.0495126142128
Probability_distribution,Generalized_linear_model,0.0453865630284
